,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,7.5,7.458177234794515,7.415945355987839,7.373120823460042,7.329513815789935,7.284927062063643,7.239154765405801,7.191981686455565,7.143182472171508,7.092521347033912,7.039752318800221,6.984619981738806,6.926860613774821,6.866202714441587,6.802369706276213,6.735080756929178,6.664049592250031,6.589024191844786,6.5096785565622595,6.425802544417515,6.3373562320188075,6.244295423025222,6.145995079723548,6.042635461050429,5.9343873799086095,5.8214651398477475,5.704150660309506,5.582808454171099,5.4578993308906965,5.330000433052549,5.199849141254923,5.068265816932123,4.934874779486561,4.800506624312961,4.665915509117929,4.531510287682532,4.397442643496382,4.264045156154378,4.131396068718484,3.999550626914743,3.8684416215377246,3.737903519884042,3.6076601885317916,3.4773185663461654,3.3463640560081203,3.2141526619319216,3.0798969956106355,2.942643675734021,2.8012383888794306,2.6542724134581395,2.5
1,7.5,7.458351816948558,7.416297493023923,7.373654526260747,7.33023405035001,7.285839600924454,7.2402659639573015,7.193298166334384,7.144710679818182,7.094266952840201,7.041719527726938,6.986811143370057,6.929276677232142,6.868840940247057,6.805225442552955,6.73814930148343,6.667285144450144,6.592524886520691,6.513336032970335,6.429420070814459,6.340763128222414,6.247272963378329,6.148746113262829,6.045202221909268,5.936757173006758,5.8236022508472525,5.706006242118742,5.584321503154039,5.458989291096906,5.330540953985091,5.199582862010005,5.066692637791083,4.9322358914771405,4.796962931909009,4.66184724398562,4.52718622199792,4.392685069091402,4.2591235026557115,4.126333370379984,3.9944678835032543,3.8634271644430873,3.7330499767698746,3.6030564333777266,3.473045793551038,3.342496229007318,3.2107585115131423,3.0770422920585108,2.9403937280063253,2.7996609686585727,2.653441367366481,2.5
2,7.5,7.458699955713221,7.41699973577344,7.374718973360772,7.331670776179912,7.28766036532272,7.242483781423053,7.195926703335471,7.147763404611863,7.097755860622446,7.045653372900945,6.991194119058888,6.934112920910427,6.874123117818859,6.810943732985466,6.744466419408346,6.673807094550467,6.598941734425035,6.519615696853713,6.4356010858436425,6.346765744105734,6.2529943897494435,6.154182923323164,6.050326141784265,5.941509147646224,5.827900432241399,5.70975145586353,5.587398209675981,5.461260875344682,5.331837287340169,5.1996828215414945,5.065366365476106,4.92942522046837,4.792544992980898,4.655442846214142,4.5186644565642835,4.382864028091148,4.24923636730955,4.116066463649314,3.984200743942893,3.8532979802500718,3.723253025909154,3.593773879699786,3.464439828915929,3.334713119838385,3.203934043308766,3.0713064773208014,2.9358757746719824,2.796495145755883,2.6517742634943566,2.5
3,7.5,7.459219548436467,7.418047923445467,7.3763081081826405,7.33381632817179,7.290380506746338,7.24579877639721,7.199858091968339,7.1523329172919645,7.102983530903672,7.051553745229178,6.99776863476163,6.941380263115865,6.882235767249845,6.819516485131831,6.753078066618881,6.682569285623507,6.6077714402834955,6.5284502175383885,6.444390926767633,6.35542582524321,6.261424199890032,6.162298009298703,6.058031455778633,5.94868985262519,5.834422295802699,5.715463478233476,5.592134436799719,5.464840428312153,5.3340635050009855,5.200347514873393,5.064276649360325,4.9264385352752305,4.7875225360659,4.648232532029363,4.509227653598575,4.37116792765996,4.234670925719096,4.100161213907382,3.9685797960622606,3.8378373669965504,3.708322291727219,3.5796572673413674,3.4513768439195327,3.322917576896379,3.1936053304394596,3.0626358363812387,2.9290534076163226,2.7917190656535085,2.649261296938884,2.5
4,7.5,7.459907299162319,7.419435530824328,7.378412416769631,7.33665862426152,7.2939859845076676,7.250195755634298,7.205077050036806,7.15840569397749,7.109941918475592,7.059425556309038,7.006633682028322,6.951109200895636,6.892322274525517,6.8299855477303355,6.763845718287769,6.693613120154338,6.619027309653588,6.539840318027134,6.455826438361205,6.366795658142294,6.272599409137691,6.173140133154847,6.068387108350618,5.9583871880902475,5.843271519541892,5.723259610184119,5.598660916767646,5.469873052406592,5.33737557415748,5.201718928870123,5.063510747114089,4.923368010150288,4.782009341428636,4.640173002536439,4.498583338569992,4.357939848269611,4.218882967423161,4.081943079559563,3.94765267919566,3.816633140382163,3.687957994916913,3.5604757105019322,3.4336753297739673,3.3069670707408,3.179664458513332,3.0509528258158434,2.9198748759014816,2.785302258572656,2.6458891087498673,2.5
5,7.5,7.460758544740204,7.421153319171829,7.381018399277223,7.340180450828255,7.298456659312814,7.25565261680281,7.211560287804921,7.165958632552013,7.118611974083252,7.069326332628317,7.017354905643074,6.962401308535826,6.9041741761114315,6.8423816121549335,6.776737214122963,6.706948297358575,6.632732079172052,6.553819445498149,6.469963149807151,6.380948416273618,6.2866027276446195,6.18680713538788,6.0815093156732285,5.970734908192921,5.854596345865029,5.733298901560838,5.607143776573715,5.476527401436696,5.341936655869645,5.2039398005212325,5.063174648717982,4.920303908224526,4.776076796818264,4.631290620622522,4.486738758298598,4.343185113714736,4.20133360918293,4.061799463633895,3.925108041980821,3.791618285403176,3.6617988174245615,3.535944412141675,3.4111078763280407,3.286679068516098,3.1619747145849364,3.036161368866196,2.908277830736831,2.777209259957731,2.6416428020497276,2.5
6,7.5,7.461767025136448,7.423188877907437,7.384107879735807,7.344358535195012,7.303765197104329,7.262139446107002,7.219275012659047,7.174957151002845,7.129023493569078,7.080572513056989,7.029393743482353,6.9752166951530645,6.917751101752628,6.856696115491782,6.79174553391463,6.722589091935222,6.648920119055525,6.570442618938569,6.486880157481044,6.397986587854649,6.3035577192238,6.203444028843265,6.097564176883231,5.985917622600877,5.868595362567267,5.745788163571182,5.617791350532227,5.48500572523218,5.3479338122608215,5.20717149694843,5.0633946208288005,4.9173392506685465,4.769779924046615,4.621595865099431,4.4736666904531575,4.326841899513262,4.181908898266523,4.039564122203608,3.9003913989189227,3.7648321735179695,3.6331922601964597,3.5057443555347603,3.3834147234525607,3.2618306697287984,3.1403767921721966,3.01815453179574,2.8941962218047226,2.7674048416406443,2.6365088462394106,2.5
7,7.5,7.4629245979634735,7.425526061615634,7.387657160800144,7.349162338142228,7.309875423403259,7.269618660627118,7.228194257957026,7.1853972696777895,7.1403892909483,7.09291203516729,7.042712532935076,6.989513805606051,6.933018162277199,6.872911794136947,6.80886893089446,6.74055582115495,6.6676370570057735,6.5897833881860395,6.506681424978647,6.418045287238847,6.323629892232168,6.223245495732712,6.1167729551699725,6.004178496393648,5.885527000452471,5.760992646149605,5.630866081604167,5.495557129201832,5.355592427429064,5.211607458777321,5.0643330973474345,4.914577143405206,4.763166468983063,4.611080818490456,4.459307229741935,4.308802743741625,4.16045787683706,4.015064177702,3.8732867848040824,3.735641918763884,3.602492546998088,3.4740612650610423,3.3503796451431276,3.2321307632594753,3.1147014725700726,2.9968268163205494,2.8775700167554605,2.7558612048561284,2.6304790582167277,2.5
8,7.5,7.464220891056458,7.428144329167295,7.391636105533911,7.3545526438449285,7.316737907428384,7.278020410708681,7.238244495257835,7.1965237487168245,7.152622196608787,7.106288506638398,7.057257541872348,7.005242759176551,6.949935173772655,6.891004983503593,6.82810444368888,6.760871855521782,6.688937569337408,6.611932044886548,6.529496297192184,6.441294787690096,6.347030546841259,6.246462117677965,6.139421466874664,6.025831955588411,5.9057248827464335,5.779253505944068,5.646703137358342,5.5084964319083936,5.365192509833845,5.2174795544651635,5.06616027626851,4.9121304959288645,4.756282210287635,4.599722010930804,4.4435712433607835,4.288919813984874,4.136782862633077,3.988064845899447,3.8435274024487223,3.703761982313053,3.5691748271788413,3.439981026967823,3.3161901289335924,3.197602685567918,3.0848325769343172,2.972093057636647,2.8583573096875448,2.7425674227936856,2.623555974079869,2.5
9,7.5,7.465642861795068,7.431017932041276,7.396007384196157,7.360482458943593,7.324298412720553,7.287305016064034,7.248746049385303,7.208262655766697,7.165637594268335,7.120625623086621,7.072957742291416,7.022339517257436,6.968449934352207,6.910941613982022,6.849442475374624,6.783559019347967,6.712881763130678,6.63699334460189,6.555479562520087,6.467943577423385,6.374023270782742,6.273411108497682,6.165875821026028,6.051284436411513,5.929623432429771,5.801017164659709,5.66574223816147,5.524236253816629,5.377099334485229,5.225087470119378,5.0690971961549325,4.9101397889178475,4.749182691355935,4.58748838914196,4.426347268641978,4.267012149317485,4.110644755653161,3.958282697353891,3.8108016933233957,3.6688772754722194,3.532960985750611,3.403271609975544,3.2798018160810107,3.1623585064586095,3.050587263494187,2.9438731598928674,2.836543967812762,2.727542148601083,2.6157604461855466,2.5
10,7.5,7.46717419701425,7.434114527011007,7.400724301943787,7.366894350250273,7.3324752681926695,7.296890587220445,7.259643142085868,7.22053371165049,7.17934408373724,7.13583087420257,7.089723392520748,7.040721207981535,6.9884921082551275,6.932671009391035,6.872860159449009,6.808631241997224,6.73952985250898,6.66508315711259,6.584811227910686,6.498242605512067,6.404933989576353,6.3044938292616735,6.196608536093123,6.081070108586517,5.9578030236040105,5.826888915407597,5.688586979617334,5.543348460269242,5.391821862314724,5.234848910384024,5.073449504971275,4.908794256353686,4.741954147325003,4.5743574591857765,4.407516688848954,4.242883890443638,4.081781607831644,3.9254020574907953,3.7747611989707286,3.6306341745809405,3.493521592319692,3.3636381372046458,3.2409235241161825,3.125079612141567,3.0156129036670754,2.9121294786323526,2.8121743638706467,2.710857885456674,2.607143536250632,2.5
11,7.5,7.468794744620713,7.437393213711997,7.405726916097115,7.37367877550255,7.3408760593488065,7.306655185517092,7.270839209968706,7.233236304267544,7.193633639652111,7.151792103647143,7.107442279776779,7.060280674487665,7.009966311038606,6.956117982004324,6.898312686635127,6.836085878003043,6.768934414432794,6.696323043703762,6.617695551205108,6.532491216838152,6.440166926077445,6.340224931978439,6.232244719824524,6.115917119782105,5.991078430672984,5.857742910902226,5.71613243334087,5.56670134316013,5.41014817961424,5.2474181404585005,5.079693154880591,4.9083546441878445,4.7347635819533265,4.560350077785116,4.386988620071274,4.216374386174952,4.049959526591092,3.8891155192552676,3.735050160162422,3.588661320429049,3.4505053482392145,3.3207822961380837,3.1993465547823217,3.085759314523085,2.9793625948150444,2.879346668027545,2.785402150160704,2.6926821553138747,2.597801470059255,2.5
12,7.5,7.470480808719682,7.440802523182165,7.410906507147177,7.3806587718472025,7.349263003574597,7.316505619543546,7.282228487936711,7.246253525397442,7.208378793109584,7.1683738554490155,7.125974966738808,7.0808800922128095,7.032743865792181,6.981172913685537,6.925721960358486,6.8658916427924535,6.801128942710337,6.730831738960753,6.654358632752803,6.571045699877281,6.480230639169035,6.381284780128836,6.273651220180799,6.156886226461628,6.03069883800233,5.894991496256019,5.749899989485241,5.595844641878896,5.433547593533789,5.26405974459658,5.088787083301075,4.909465498631363,4.728032968782432,4.545611208355749,4.364786952872955,4.187507388057683,4.0151157499142345,3.8492277677663362,3.6913837034121215,3.542625207029852,3.403576465641407,3.2744172937566676,3.154873720778444,3.044305268956655,2.9418370904237228,2.8464885077890028,2.757244601015013,2.673351686754217,2.587881205985981,2.5
