index,MED
1992-10-02,0.036439172
1992-10-03,0.03641174
1992-10-04,0.03642698
1992-10-05,0.036481844
1992-10-06,0.036545853
1992-10-07,0.036615958
1992-10-08,0.03662815
1992-10-09,0.036661678
1992-10-10,0.036713495
1992-10-11,0.036783599
1992-10-12,0.036826272
1992-10-13,0.0368598
1992-10-14,0.036911616
1992-10-15,0.036993913
1992-10-16,0.037036585
1992-10-17,0.037064018
1992-10-18,0.037134122
1992-10-19,0.037298716
1992-10-20,0.037420637
1992-10-21,0.037405397
1992-10-22,0.037341388
1992-10-23,0.03733834
1992-10-24,0.037326148
1992-10-25,0.037329196
1992-10-26,0.03727738
1992-10-27,0.037259092
1992-10-28,0.037219467
1992-10-29,0.037213371
1992-10-30,0.037231659
1992-10-31,0.037234707
1992-11-01,0.037243851
1992-11-02,0.037256043
1992-11-03,0.037283476
1992-11-04,0.03729262
1992-11-05,0.037283476
1992-11-06,0.037332244
1992-11-07,0.037332244
1992-11-08,0.037317004
1992-11-09,0.037332244
1992-11-10,0.037350532
1992-11-11,0.037359676
1992-11-12,0.037365772
1992-11-13,0.037396253
1992-11-14,0.037435877
1992-11-15,0.037454165
1992-11-16,0.037472453
1992-11-17,0.037499886
1992-11-18,0.037527318
1992-11-19,0.037533414
1992-11-20,0.037533414
1992-11-21,0.037515126
1992-11-22,0.037484646
1992-11-23,0.037518174
1992-11-24,0.037505982
1992-11-25,0.037502934
1992-11-26,0.037512078
1992-11-27,0.037521222
1992-11-28,0.037545606
1992-11-29,0.037563894
1992-11-30,0.037579134
1992-12-01,0.037579134
1992-12-02,0.03758523
1992-12-03,0.037576086
1992-12-04,0.037542558
1992-12-05,0.03755475
1992-12-06,0.037573038
1992-12-07,0.037594375
1992-12-08,0.037664479
1992-12-09,0.037737632
1992-12-10,0.03772544
1992-12-11,0.037704104
1992-12-12,0.037713248
1992-12-13,0.037728488
1992-12-15,0.037777256
1992-12-16,0.037816881
1992-12-17,0.037826025
1992-12-18,0.037841265
1992-12-19,0.037847361
1992-12-20,0.037859553
1992-12-21,0.037966234
1992-12-22,0.038005858
1992-12-23,0.038027195
1992-12-24,0.038027195
1992-12-25,0.03801805
1992-12-26,0.038015002
1992-12-27,0.038005858
1992-12-28,0.038027195
1992-12-29,0.038036339
1992-12-30,0.038060723
1992-12-31,0.038079011
1993-01-01,0.038088155
1993-01-02,0.038103395
1993-01-03,0.038115587
1993-01-04,0.038127779
1993-01-05,0.038139972
1993-01-06,0.038167404
1993-01-07,0.038194836
1993-01-08,0.038210076
1993-01-09,0.03823446
1993-01-10,0.038261893
1993-01-11,0.038292373
1993-01-12,0.038328949
1993-01-13,0.03835943
1993-01-14,0.038408198
1993-01-15,0.038453918
1993-01-16,0.038496591
1993-01-17,0.038511831
1993-01-18,0.038533167
1993-01-19,0.038572791
1993-01-20,0.038633752
1993-01-21,0.038679472
1993-01-22,0.038709953
1993-01-23,0.038740433
1993-01-24,0.038761769
1993-01-25,0.038783105
1993-01-26,0.038801394
1993-01-27,0.038819682
1993-01-28,0.038850162
1993-01-29,0.038874546
1993-01-30,0.038892834
1993-01-31,0.038923315
1993-02-01,0.038947699
1993-02-02,0.038969035
1993-02-03,0.038993419
1993-02-04,0.039026948
1993-02-05,0.039072668
1993-02-06,0.039097052
1993-02-07,0.03911534
1993-02-08,0.039127533
1993-02-09,0.039142773
1993-02-10,0.039179349
1993-02-11,0.039222021
1993-02-12,0.039246406
1993-02-13,0.039279934
1993-02-14,0.039289078
1993-02-15,0.039304318
1993-02-16,0.039353087
1993-02-17,0.039426239
1993-02-18,0.039459768
1993-02-19,0.0394872
1993-02-20,0.03950244
1993-02-21,0.03953292
1993-02-22,0.039554256
1993-02-23,0.039566449
1993-02-24,0.039575593
1993-02-25,0.039596929
1993-02-26,0.039624361
1993-02-27,0.039645697
1993-03-11,0.03996574
1993-03-12,0.040005365
1993-03-13,0.040057181
1993-03-14,0.040118142
1993-03-15,0.040188246
1993-03-16,0.040279687
1993-03-17,0.04035284
1993-03-18,0.040386368
1993-03-19,0.040435136
1993-03-20,0.040502193
1993-03-21,0.040572298
1993-03-22,0.040654594
1993-03-23,0.040697267
1993-03-24,0.040742987
1993-03-25,0.040761275
1993-03-26,0.040767371
1993-03-27,0.040782612
1993-03-28,0.0408009
1993-03-29,0.04083138
1993-03-30,0.040867956
1993-03-31,0.040953301
1993-04-01,0.041011214
1993-04-02,0.041053886
1993-04-03,0.041120943
1993-04-04,0.041178855
1993-04-05,0.04123372
1993-04-06,0.041303824
1993-04-07,0.041395265
1993-04-08,0.041459274
1993-04-09,0.041489754
1993-04-10,0.041541571
1993-04-11,0.041596435
1993-04-12,0.041645203
1993-04-13,0.041690924
1993-04-14,0.041733596
1993-04-15,0.041764077
1993-04-16,0.041818941
1993-04-17,0.041864661
1993-04-18,0.041885998
1993-04-19,0.041916478
1993-04-20,0.04195915
1993-04-21,0.042023159
1993-04-22,0.042065831
1993-04-23,0.0421146
1993-04-24,0.042154224
1993-04-25,0.042196896
1993-04-26,0.042260905
1993-04-27,0.042306625
1993-04-28,0.042367586
1993-04-29,0.042425499
1993-04-30,0.042504747
1993-05-01,0.042541324
1993-05-02,0.042565708
1993-05-03,0.042648005
1993-05-04,0.042684581
1993-05-05,0.042733349
1993-05-06,0.042797358
1993-05-07,0.042836982
1993-05-08,0.042870511
1993-05-09,0.042934519
1993-05-10,0.043032056
1993-05-11,0.043099113
1993-05-12,0.043157025
1993-05-13,0.043239322
1993-05-14,0.043364291
1993-05-15,0.043406964
1993-05-16,0.04344354
1993-05-17,0.043544125
1993-05-18,0.043787967
1993-05-19,0.043992185
1993-05-20,0.044025713
1993-05-21,0.044080578
1993-05-22,0.044147634
1993-05-23,0.044205547
1993-05-24,0.0443549
1993-05-25,0.044482917
