index,Total = ∑ Elastic coarse-grained material 
1992-10-01 12:00:00,1.23254656057
1992-10-02 12:00:00,1.2325865886710001
1992-10-03 12:00:00,1.232622938112
1992-10-04 12:00:00,1.232663407979
1992-10-05 12:00:00,1.232710086609
1992-10-06 12:00:00,1.23275896146
1992-10-07 12:00:00,1.2328066916340001
1992-10-08 12:00:00,1.232848794243
1992-10-09 12:00:00,1.232891328943
1992-10-10 12:00:00,1.2329391895919999
1992-10-11 12:00:00,1.232988816556
1992-10-12 12:00:00,1.233034258133
1992-10-13 12:00:00,1.233076680449
1992-10-14 12:00:00,1.2331209097190001
1992-10-15 12:00:00,1.2331708767010001
1992-10-16 12:00:00,1.233217895494
1992-10-17 12:00:00,1.233260862763
1992-10-18 12:00:00,1.2333107134149999
1992-10-19 12:00:00,1.2333733499629997
1992-10-20 12:00:00,1.2334362306700002
1992-10-21 12:00:00,1.233474912122
1992-10-22 12:00:00,1.2334983596209999
1992-10-23 12:00:00,1.233530512201
1992-10-24 12:00:00,1.2335663277820001
1992-10-25 12:00:00,1.2335979631229999
1992-10-26 12:00:00,1.233626612991
1992-10-27 12:00:00,1.2336560918009998
1992-10-28 12:00:00,1.2336854079819999
1992-10-29 12:00:00,1.233714971685
1992-10-30 12:00:00,1.2337454118489999
1992-10-31 12:00:00,1.233773424557
1992-11-01 12:00:00,1.233803712945
1992-11-02 12:00:00,1.233837649068
1992-11-03 12:00:00,1.233875121489
1992-11-04 12:00:00,1.2339079045329997
1992-11-05 12:00:00,1.233935517781
1992-11-06 12:00:00,1.233972141391
1992-11-07 12:00:00,1.234007152631
1992-11-08 12:00:00,1.2340349213550001
1992-11-09 12:00:00,1.234067627643
1992-11-10 12:00:00,1.234100641064
1992-11-11 12:00:00,1.2341325970860002
1992-11-12 12:00:00,1.2341669644050002
1992-11-13 12:00:00,1.234203278832
1992-11-14 12:00:00,1.234239367039
1992-11-15 12:00:00,1.2342724510699998
1992-11-16 12:00:00,1.2343061259449999
1992-11-17 12:00:00,1.234343095881
1992-11-18 12:00:00,1.234377297512
1992-11-19 12:00:00,1.2344086354200001
1992-11-20 12:00:00,1.2344384354890001
1992-11-21 12:00:00,1.234464345724
1992-11-22 12:00:00,1.2344894000279998
1992-11-23 12:00:00,1.234522534943
1992-11-24 12:00:00,1.234553603774
1992-11-25 12:00:00,1.2345793136830001
1992-11-26 12:00:00,1.234607066798
1992-11-27 12:00:00,1.234635451232
1992-11-28 12:00:00,1.2346665537989998
1992-11-29 12:00:00,1.234696094933
1992-11-30 12:00:00,1.2347224740829998
1992-12-01 12:00:00,1.234750523285
1992-12-02 12:00:00,1.2347778529670002
1992-12-03 12:00:00,1.2348020318050001
1992-12-04 12:00:00,1.2348262298100001
1992-12-05 12:00:00,1.234852127152
1992-12-06 12:00:00,1.23487807713
1992-12-07 12:00:00,1.2349012619309998
1992-12-08 12:00:00,1.234936288485
1992-12-09 12:00:00,1.2349732220100003
1992-12-10 12:00:00,1.234996711768
1992-12-11 12:00:00,1.2350195264559998
1992-12-12 12:00:00,1.235047465713
1992-12-13 12:00:00,1.235077445006
1992-12-14 12:00:00,1.235107717036
1992-12-15 12:00:00,1.235140412653
1992-12-16 12:00:00,1.235169581019
1992-12-17 12:00:00,1.235194531133
1992-12-18 12:00:00,1.235220394671
1992-12-19 12:00:00,1.235247880386
1992-12-20 12:00:00,1.235275856495
1992-12-21 12:00:00,1.2353174727310001
1992-12-22 12:00:00,1.235356587676
1992-12-23 12:00:00,1.235381592727
1992-12-24 12:00:00,1.235407036415
1992-12-25 12:00:00,1.2354316821940001
1992-12-26 12:00:00,1.2354567487099999
1992-12-27 12:00:00,1.2354814552739999
1992-12-28 12:00:00,1.235505398081
1992-12-29 12:00:00,1.2355302293380002
1992-12-30 12:00:00,1.235557580816
1992-12-31 12:00:00,1.23558586265
1993-01-01 12:00:00,1.235612905695
1993-01-02 12:00:00,1.2356389165359998
1993-01-03 12:00:00,1.23566620104
1993-01-04 12:00:00,1.235694393363
1993-01-05 12:00:00,1.2357223700939999
1993-01-06 12:00:00,1.2357497005620002
1993-01-07 12:00:00,1.23577472304
1993-01-08 12:00:00,1.235798932802
1993-01-09 12:00:00,1.2358254870220002
1993-01-10 12:00:00,1.235853002934
1993-01-11 12:00:00,1.235881515884
1993-01-12 12:00:00,1.235911432339
1993-01-13 12:00:00,1.235939295548
1993-01-14 12:00:00,1.2359671502130003
1993-01-15 12:00:00,1.2359967632479998
1993-01-16 12:00:00,1.236025114537
1993-01-17 12:00:00,1.2360512851790002
1993-01-18 12:00:00,1.236076610604
1993-01-19 12:00:00,1.2361041515309998
1993-01-20 12:00:00,1.236135520507
1993-01-21 12:00:00,1.236167366843
1993-01-22 12:00:00,1.236197706669
1993-01-23 12:00:00,1.236227976776
1993-01-24 12:00:00,1.236257233463
1993-01-25 12:00:00,1.2362852102150002
1993-01-26 12:00:00,1.236312615961
1993-01-27 12:00:00,1.236341184431
1993-01-28 12:00:00,1.2363701979079997
1993-01-29 12:00:00,1.236397389941
1993-01-30 12:00:00,1.2364245224489998
1993-01-31 12:00:00,1.2364523719
1993-02-01 12:00:00,1.236480924272
1993-02-02 12:00:00,1.2365092888750002
1993-02-03 12:00:00,1.236536889417
1993-02-04 12:00:00,1.23656685566
1993-02-05 12:00:00,1.2365975119530002
1993-02-06 12:00:00,1.236626169996
1993-02-07 12:00:00,1.236652392831
1993-02-08 12:00:00,1.2366755601200001
1993-02-09 12:00:00,1.23670065208
1993-02-10 12:00:00,1.23673017212
1993-02-11 12:00:00,1.23676043031
1993-02-12 12:00:00,1.23679063158
1993-02-13 12:00:00,1.236820694943
1993-02-14 12:00:00,1.236847634907
1993-02-15 12:00:00,1.236873116801
1993-02-16 12:00:00,1.236903759581
1993-02-17 12:00:00,1.236939142655
1993-02-18 12:00:00,1.236971197779
1993-02-19 12:00:00,1.236997847732
1993-02-20 12:00:00,1.237022915814
1993-02-21 12:00:00,1.237048594341
1993-02-22 12:00:00,1.237074352956
1993-02-23 12:00:00,1.237099291461
1993-02-24 12:00:00,1.237125125283
1993-02-25 12:00:00,1.2371521577
1993-02-26 12:00:00,1.237178806925
1993-02-27 12:00:00,1.2372052890179999
1993-02-28 12:00:00,1.237232213685
1993-03-01 12:00:00,1.2372603724580002
1993-03-02 12:00:00,1.237288826689
1993-03-03 12:00:00,1.237318023336
1993-03-04 12:00:00,1.2373485463270002
1993-03-05 12:00:00,1.2373780729680002
1993-03-06 12:00:00,1.2374058699550001
1993-03-07 12:00:00,1.2374327930859998
1993-03-08 12:00:00,1.2374593918549999
1993-03-09 12:00:00,1.2374857608499998
1993-03-10 12:00:00,1.2375113858559998
1993-03-11 12:00:00,1.237537030678
1993-03-12 12:00:00,1.2375672576230001
1993-03-13 12:00:00,1.237601497145
1993-03-14 12:00:00,1.2376349431659999
1993-03-15 12:00:00,1.2376696430610001
1993-03-16 12:00:00,1.237709073397
1993-03-17 12:00:00,1.237748507005
1993-03-18 12:00:00,1.237783147052
1993-03-19 12:00:00,1.237816275253
1993-03-20 12:00:00,1.237852578636
1993-03-21 12:00:00,1.237891257751
1993-03-22 12:00:00,1.2379307267820001
1993-03-23 12:00:00,1.237966896337
1993-03-24 12:00:00,1.237999184036
1993-03-25 12:00:00,1.238029039104
1993-03-26 12:00:00,1.238056405687
1993-03-27 12:00:00,1.2380849109179999
1993-03-28 12:00:00,1.2381144771509998
1993-03-29 12:00:00,1.238145146719
1993-03-30 12:00:00,1.2381768923919998
1993-03-31 12:00:00,1.238215403416
1993-04-01 12:00:00,1.238256202949
1993-04-02 12:00:00,1.238291950724
1993-04-03 12:00:00,1.2383278512590001
1993-04-04 12:00:00,1.2383645796240002
1993-04-05 12:00:00,1.238401546751
1993-04-06 12:00:00,1.238439921311
1993-04-07 12:00:00,1.238480370742
1993-04-08 12:00:00,1.238519329928
1993-04-09 12:00:00,1.2385544414910001
1993-04-10 12:00:00,1.2385901263580001
1993-04-11 12:00:00,1.238627868984
1993-04-12 12:00:00,1.2386653209250003
1993-04-13 12:00:00,1.2387012637689998
1993-04-14 12:00:00,1.238736454883
1993-04-15 12:00:00,1.238769970749
1993-04-16 12:00:00,1.2388043991689999
1993-04-17 12:00:00,1.238839740425
1993-04-18 12:00:00,1.238871782372
1993-04-19 12:00:00,1.238904691567
1993-04-20 12:00:00,1.238940240192
1993-04-21 12:00:00,1.238977429653
1993-04-22 12:00:00,1.2390154192690002
1993-04-23 12:00:00,1.2390530639910002
1993-04-24 12:00:00,1.2390873739169999
1993-04-25 12:00:00,1.2391209737880002
1993-04-26 12:00:00,1.239158583816
1993-04-27 12:00:00,1.239196210715
1993-04-28 12:00:00,1.239232959204
1993-04-29 12:00:00,1.2392699654259998
1993-04-30 12:00:00,1.239309946995
1993-05-01 12:00:00,1.239347066479
1993-05-02 12:00:00,1.2393792226559999
1993-05-03 12:00:00,1.239418899563
1993-05-04 12:00:00,1.239458681529
1993-05-05 12:00:00,1.239494733306
1993-05-06 12:00:00,1.239533376936
1993-05-07 12:00:00,1.2395709548700002
1993-05-08 12:00:00,1.239607014208
1993-05-09 12:00:00,1.239645515014
1993-05-10 12:00:00,1.239689049904
1993-05-11 12:00:00,1.239732884809
1993-05-12 12:00:00,1.239773749567
1993-05-13 12:00:00,1.239815629125
1993-05-14 12:00:00,1.2398627116640002
1993-05-15 12:00:00,1.2399049160579998
1993-05-16 12:00:00,1.2399401137540003
1993-05-17 12:00:00,1.239980915888
1993-05-18 12:00:00,1.240042321239
1993-05-19 12:00:00,1.2401133801350002
1993-05-20 12:00:00,1.2401625162449998
1993-05-21 12:00:00,1.240204744314
1993-05-22 12:00:00,1.2402488628509998
1993-05-23 12:00:00,1.240295589726
1993-05-24 12:00:00,1.2403542010820001
1993-05-25 12:00:00,1.240412664216
1993-05-26 12:00:00,1.2404661783339999
1993-05-27 12:00:00,1.240505526614
