,0,1,2,sidx,idx_strs,x,y,pargp3,parval1_3,3
0,0,39,5,"(0, 39, 5)",idx0:0_idx1:39_idx2:5,1375.0,125.0,ghbheadgr,0.0,-0.39756190621564968523671268485486507415771484375000000000000000000000000000
1,0,39,6,"(0, 39, 6)",idx0:0_idx1:39_idx2:6,1625.0,125.0,ghbheadgr,0.0,0.022030770069596528060174023266881704330444335937500000000000000000000000000
2,0,39,7,"(0, 39, 7)",idx0:0_idx1:39_idx2:7,1875.0,125.0,ghbheadgr,0.0,0.128437050273870312366852886043488979339599609375000000000000000000000000000
3,0,39,8,"(0, 39, 8)",idx0:0_idx1:39_idx2:8,2125.0,125.0,ghbheadgr,0.0,0.034943475510855748211724858265370130538940429687500000000000000000000000000
4,0,39,9,"(0, 39, 9)",idx0:0_idx1:39_idx2:9,2375.0,125.0,ghbheadgr,0.0,0.298205185787596249724629160482436418533325195312500000000000000000000000000
5,0,39,10,"(0, 39, 10)",idx0:0_idx1:39_idx2:10,2625.0,125.0,ghbheadgr,0.0,-0.532893667817679883569326193537563085556030273437500000000000000000000000000
6,0,39,11,"(0, 39, 11)",idx0:0_idx1:39_idx2:11,2875.0,125.0,ghbheadgr,0.0,-1.338483518155875628963258350268006324768066406250000000000000000000000000000
7,0,39,12,"(0, 39, 12)",idx0:0_idx1:39_idx2:12,3125.0,125.0,ghbheadgr,0.0,-0.858092023140317294860324182081967592239379882812500000000000000000000000000
8,0,39,13,"(0, 39, 13)",idx0:0_idx1:39_idx2:13,3375.0,125.0,ghbheadgr,0.0,-0.498414087224880120174930198118090629577636718750000000000000000000000000000
9,0,39,14,"(0, 39, 14)",idx0:0_idx1:39_idx2:14,3625.0,125.0,ghbheadgr,0.0,-0.642880431005780295095064502675086259841918945312500000000000000000000000000
